villain,movie,line_number,dialogue,direction,word_count
Joker,Joker,50,"Yeah, I	mean, it's different each day, so	I really like that. I don't think I	could ever work in an office.	Behind a desk.",(MORE),25
Joker,Joker,54,"(beat) No offense. She smiles. Writes something down. Looks at the clock, she's running late for her next appointment.",,19
Joker,Joker,72,(dodging the subject) I'm sorry. Did I bring what?,,9
Joker,Joker,77,Beat. Yes ma'am.,,3
Joker,Joker,88,"I've been using it as a journal, but also a joke diary. Funny thoughts or, or observations-- Did I tell you I'm pursuing a career in stand-up comedy? She's half-listening as she flips through his journal.",,36
Joker,Joker,95,"I think I did. She doesn't respond, keeps flipping through his journal--",,12
Joker,Joker,101,"Right. ANGLE ON JOURNAL, pages and pages of notes, all in neat, angry-looking handwriting. Also, cut out photos from hardcore pornographic magazines and some crude handmade drawings. A flash of anger crosses Joker's face. We see him picking at his right eyebrow, almost obsessively. Trying to stay calm. His eyebrow is actually half-gone. Something he does a lot.",,58
Joker,Joker,105,"I didn't realize you wanted to read it. The social worker gives him a look, then reads something in the pages that gives her pause.",,25
Joker,Joker,113,"Yeah. I mean, that's just--",,5
Joker,Joker,118,"No. I just,-- some of it's personal. You know?",,9
Joker,Joker,128,She has good days. But mostly bad. It's been a big help having me there. She really needs me.,,19
Joker,Joker,132,"Yeah, it's good I'm there. When I was in the hospital, after my last episode-- she was having trouble getting over there to visit. She looks back up at the clock, she needs to get to her next appointment.",(nods),39
Joker,Joker,143,"Yeah, I was wondering if you could ask the doctor to increase the dosage on my medications? Nothing seems to make a difference.",,23
Joker,Joker,153,(lying) Some. She glances at his file again.,,8
Joker,Joker,160,I just don't wanna feel so bad anymore.,,8
Joker,Joker,236,"I wasn't bothering her, I was-- WOMAN ON BUS (interrupts) Just stop. AND SUDDENLY JOKER STARTS TO LAUGH. LOUD. He covers his mouth trying to hide it-- Shakes his head, laughter pausing for a moment, but then it comes on stronger. His eyes are sad. It actually looks like the laughter causes him pain. People on the bus are staring. The girl looks like she's going to cry again. WOMAN ON BUS You think that's funny? Joker shakes his head no, but he can't stop laughing. He reaches in his pocket and pulls out a small card. Hands it to the woman. CLOSE ON THE CARD, it reads: ""Forgive my laughter. I have a condition (more on back)"" She turns the card over and there is a bunch of information in small writing-- ""It's a medical condition causing sudden, frequent, uncontrollable laughter that doesn't match how you feel. It can happen in people with a brain injury or certain neurological conditions."" She doesn't read it (but if you freeze frame the movie you could). She just shakes her head annoyed and throws the card on the ground. Joker laughs harder. Tears running down his face. Not wanting to attract any more attention to himself, he pulls up his red hood, and uses his threadbare scarf to cover his mouth, trying to muffle the laughter. He looks out at the city passing him by.",,233
Joker,Joker,288,It's day to day. I'm doing everything I can to get her back on her feet. Picked up her medicine. Gonna make her some dinner.,(re: pharmacy bag),25
Joker,Joker,306,(calls out after her) Hey Sophie-- She turns around.,,9
Joker,Joker,310,"I'll tell my mom you said hello. She smiles as in ""yeah, that's what I said.""",,16
Joker,Joker,321,"Yes, Ma. Nothing. No letter.",,5
Joker,Joker,326,"Yes I'm sure. And my head's right here. I'm gonna make you some dinner, okay? QUICK CUTS: JOKER TEARS OPEN THE PRESCRIPTION BAG... A FLURRY OF PILL BOTTLES TUMBLE OUT ONTO THE COUNTER. SEE HIS NAME, ""ARTHUR FLECK"" ON THE ORANGE PILL BOTTLES, AND GLIMPSE THE GENERIC DRUG NAMES, TEMAZEPAM... PERPHENAZINE... AHENELZINE... AMITRIPTYLINE... BENZEDRINE... DIAZEPAM...",,55
Joker,Joker,344,He's a busy man.,,4
Joker,Joker,348,"Ma, eat. You need to eat.",,6
Joker,Joker,355,Maybe you shouldn't watch so much television.,,7
Joker,Joker,360,Everybody who? Who do you talk to?,(playful),7
Joker,Joker,365,Stop it. He's not even gonna run. Why would Thomas Wayne want to be mayor? He can do more good as a businessman.,,23
Joker,Joker,372,He will. Now eat some dinner. He feeds her a bite of the food.,,14
Joker,Joker,375,How you feeling today?,,4
Joker,Joker,380,Maybe it's the moon. Maybe you're a werewolf? HE HOWLS SOFTLY like a wolf. She laughs.,(teasing),16
Joker,Joker,389,What? Why?,,2
Joker,Joker,394,Who tips their mailman?,,4
Joker,Joker,399,Okay. I can try his office. Tomorrow.,,7
Joker,Joker,442,Hello. I have a personal letter for Mr. Thomas Wayne.,,10
Joker,Joker,446,It's kind of important. I need to make sure he gets it himself.,,13
Joker,Joker,456,"Oh. Right-- well, my mom used to work for the Wayne family-- for 12 years. She was their housekeeper. A couple other business people are now waiting behind Joker, there for meetings.",,32
Joker,Joker,461,Mr. Wayne knows her. Can you maybe at least call back to him? Tell him that I'm here.,,18
Joker,Joker,466,"Okay. Well, can I have your name? So I know who I left it with. Now Joker sees a GROUP OF MEN walking behind the glass that separates the reception area from the back offices. Amongst the group, he catches a glimpse of THOMAS WAYNE (60's), deep tan, hair dyed so black it's almost blue.",,55
Joker,Joker,470,"Wait. He's right there. (goes up to the glass, shouts) Mr. Wayne! Mr. Wayne. He starts banging on the glass... but the group keeps moving. Not noticing him.",,28
Joker,Joker,493,It was just a bunch of kids. I should have left it alone. Randall opens his locker--,,17
Joker,Joker,498,My mother says that the people nowadays lack empathy.,(nods),9
Joker,Joker,503,"It means like ""feeling for other people.""",,7
Joker,Joker,507,"Kind of. But different. Randall comes over, hands Joker a brown paper bag-- Joker looks inside. It's a GUN, a .38 snub-nose revolver. Joker looks up at him, confused--",,29
Joker,Joker,519,"I, I don't have the money for this, Randall.",,9
Joker,Joker,543,Hey Hoyt. Gary said you wanted to see me?,,9
Joker,Joker,548,Not quite. Haven't even performed yet. Just been working my material. This business is all about fine- tuning. Now Hoyt looks up. Takes a drag from his cigarette.,,28
Joker,Joker,568,No. I got jumped. I told you about that.,,9
Joker,Joker,602,"I don't have his sign. And Joker just stares at Hoyt, some blood forming on his forehead--",(voice tightens),17
Joker,Joker,632,They wouldn't let me see him. (lying) But they promised me it would get to him.,,16
Joker,Joker,638,Look up. She tilts her head back and he rinses her hair with the water from the container...,,18
Joker,Joker,641,"Why are these letters so important to you, Ma? What do you think he's gonna do?",,16
Joker,Joker,646,Help us how?,,3
Joker,Joker,651,You worked for him over 30 years ago. What makes you think he would help you? She looks at him with conviction.,,22
Joker,Joker,665,I don't want you worrying about money. Everyone's been telling me they think my stand-up is ready for the big clubs. It's just a matter of time before I get a break. She steps into the towel. He's helping dry her off.,,42
Joker,Joker,670,What do you mean?,,4
Joker,Joker,687,What?! He quickly turns up the TV volume. REALLY LOUD. Shoves the still smoking gun under the couch cushions.,,19
Joker,Joker,694,I'M WATCHING AN OLD WAR MOVIE. MOM (OS) TURN IT DOWN! He heads for his mother's bedroom.,,17
Joker,Joker,703,I know. The Americans are really giving it to the Japs. He walks over to her in the darkness. Kisses her on the forehead.,,24
Joker,Joker,706,I'm sorry. I'll turn it down.,(softly),6
Joker,Joker,711,"Why didn't Randall tell me the gun was loaded? He's my friend. With my luck, I could have killed someone. I could have killed myself. CLOSE ON THE LAST LINE, he crosses out ""could""... Writes... ""should"".",(beat),36
Joker,Joker,716,I should have killed myself. CLOSE ON JOKER as he crosses out something again...,(still to himself),14
Joker,Joker,720,(louder to himself) I should kill myself. Beat.,,8
Joker,Joker,746,Hello. I'd like to open an account. She looks up.,,10
Joker,Joker,754,"Oh, hi. That's weird. (pausing to see if he's gonna laugh; he's good) I didn't know you worked at a bank.",,21
Joker,Joker,767,Very glamorous. Look at this place. She laughs. He stands there awkwardly for a moment looking around to see what she's laughing about. Realizes she thought he was making a joke. Beat.,,32
Joker,Joker,772,I'm a comedian. I do stand-up comedy.,,7
Joker,Joker,790,"Yeah. You know, I'm always making funny observations. Always on the look out for my next bit-- so it makes sense.",,21
Joker,Joker,795,I said hi to my mom.,,6
Joker,Joker,800,"Last week. You said to say hi to my mom. I did. Made her day. They are interrupted by the BRANCH MANAGER (50's), white, heavy-set, who has come up behind Sophie--",,31
Joker,Joker,829,"Okay. Thank you, sir. And thank you as well, Miss. Joker walks back to the wall by the forms. He fumbles around for a minute, clearly not there to open an account. He begins filling out a form. Then--",(covering; trying to act cool),39
Joker,Joker,834,YOU KNOW WHAT?! I FORGOT MY ID! I'LL BE BACK. THANK YOU. He walks out of the bank. Head in the clouds.,"(shouts out, to no one in particular)",22
Joker,Joker,855,"--if you're happy and you know it and you really want to show it, if you're happy and you know it clap your hands.",(singing),24
Joker,Joker,862,"If you're happy and you know it, stomp your feet. Joker and the kids stomp and sing along.",,18
Joker,Joker,865,"If you're happy and you know it, stomp your feet. If you're happy and you know it and you really want to show it, if you're happy and you know it stomp your feet. As the song winds down, the KIDS and NURSES clap. Joker takes an exaggerated and ridiculous bow-- And as he does, his .38 SNUB-NOSE REVOLVER slips out of his pants and slides across the floor. Everyone stops. Looks at the gun on the floor.","(stomp, stomp)",78
Joker,Joker,877,"(into phone) Hoyt, let me explain.",,6
Joker,Joker,881,"It was, it was a prop gun. It's part of my act now.",(into phone),13
Joker,Joker,888,(into phone) Randall told you that?,,6
Joker,Joker,892,(into phone) Hoyt--,,3
Joker,Joker,912,(into phone) Say what?,,4
Joker,Joker,918,--I'm a fuck up and I'm fired.,(into phone; low),7
Joker,Joker,923,I'm a fuck up and I'm fired.,(into phone; louder),7
Joker,Joker,989,Please. Don't.,"(shakes his head, stifling the laughter)",2
Joker,Joker,1002,"Nothing. I have a condition-- Joker reaches into his bag to get one of his ""Forgive my laughter"" cards, the third guy sees him reaching and tries to grab the bag from him--- Joker pulls on it--",,37
Joker,Joker,1010,No. It's just my stuff. I don't have anything. The guy rips the bag from his hand--,,17
Joker,Joker,1121,"Hi. Do you like to laugh? Water dripping, white grease paint running off his face--",,15
Joker,Joker,1124,Remember how I told you that I'm a stand-up comedian? Hi. How are you? Beat.,(again),15
Joker,Joker,1138,Hi. Do you like to laugh?,,6
Joker,Joker,1142,"Remember the other day when I told you about my stand-up comedy. Well, I'm doing a set next Thursday and I'm inviting a bunch of my friends and I was wondering if maybe you wanted to come and check it out. He reaches out to give Sophie the flyer, she opens the door wider-- He notices her face, sees her eyes are red.",(continuing without taking a breath),63
Joker,Joker,1147,Were you crying? Why are you crying? Beat.,,8
Joker,Joker,1155,"I'm sorry. I, I didn't--",,5
Joker,Joker,1159,What happened?,,2
Joker,Joker,1165,What for?,,2
Joker,Joker,1170,"Okay. Well, all the info is right there on the flyer. He starts to walk away, then turns back to her--",(finally),21
Joker,Joker,1175,You know they say laughter is the best medicine. Sophie wipes her eyes and manages a smile.,,17
Joker,Joker,1201,Well I didn't think you were going to read it.,,10
Joker,Joker,1205,I lied. Everything bothers me.,,5
Joker,Joker,1209,It's personal. It's my private thoughts. Plus it contains original comedy material that I don't feel comfortable handing over to you. She looks at him and shakes her head. Not in the mood to deal with this.,,37
Joker,Joker,1220,So where will we be meeting?,,6
Joker,Joker,1226,Okay.,,1
Joker,Joker,1236,How am I gonna get my medication? Beat.,,8
Joker,Joker,1253,Why are they talking to him?,,6
Joker,Joker,1341,"-- good evening, hello. (deep breath; trying to stop laughing) Good to be here. I, I hated school as a kid. But my mother would always say,-- ""You should enjoy it. One day you'll have to work for a living."" ""No I won't, Ma. I'm gonna be a comedian!"" Dead silence. Except for Joker, who's still cracking up.","(trying to stop himself from laughing) (keeps cracking up) (bad imitation of his mom, still laughing) (laughs)",58
Joker,Joker,1358,"So, did you laugh? Really couldn't see much from up there. Sophie pauses, doesn't know what to say. She lights up a cigarette.",,23
Joker,Joker,1365,All I heard was my heart pounding.,,7
Joker,Joker,1371,What friends?,,2
Joker,Joker,1375,"Yeah, I decided not to invite them. As a performer sometimes you want to see how a ""real"" crowd reacts. People who don't already love me, or, or have a notion of who I am, you know?",(he forgot; recovers),37
Joker,Joker,1387,"Yeah,-- I don't know how something like that happens.",,9
Joker,Joker,1394,You think?,,2
Joker,Joker,1402,"Hey. You want to get some coffee? Sophie turns around and smiles. She looks great, even in front of the mounds of garbage bags that line the sidewalk. AN AMBULANCE SCREAMS BY, SIRENS BLARING as Sophie says something that Joker doesn't hear. She keeps walking. Joker chases after her and trips over a TIN GARBAGE CAN LID-- CLANG. CLANG. He falls down flat on his face. Sophie turns and bursts out laughing. She can't help but laugh. It's the first time she's laughed all night.",(calls out to her),85
Joker,Joker,1416,I don't know.,,3
Joker,Joker,1420,Not all of them are awful. Take someone like Thomas Wayne for example. He's a hero.,,16
Joker,Joker,1427,"Sophie, he's the only one who can save this city.",,10
Joker,Joker,1432,What happened?,,2
Joker,Joker,1450,With your job. At the bank?,,6
Joker,Joker,1454,We don't have to talk about it.,,7
Joker,Joker,1464,Every time.,,2
Joker,Joker,1468,(thinks it over again) Every time. Sophie smiles.,,8
Joker,Joker,1478,Did you do it? Did you go to bed with him?,(interrupting),11
Joker,Joker,1484,"Right. Wait, what do you mean?",,6
Joker,Joker,1496,I'm sorry. I have this thing--,(catching his breath),6
Joker,Joker,1509,"I don't know. I read you can get it from a brain injury or, or a lesion in there. My mom said I was born this way. Born laughing.",,29
Joker,Joker,1514,"Kind of. That actually started when I was a kid. The other kids made fun of me, called me Happy-- but not in a good way. I got so sick of it, one day when I was about ten, I, I,--",,41
Joker,Joker,1535,"I took a razor and cut this smile onto my face. Sort of like ""You want happy? Here, how's this for happy?"" He looks down, still smiling. She just watches him for a beat.",(she's taken aback as he points to the scars),34
Joker,Joker,1547,I've been thinking about this night my whole life. They just sit there for a beat. Quiet.,,17
Joker,Joker,1561,"(quietly) ""That's life."" He hears Don Ellis and his Jazz Orchestra playing the show's closing song-- the instrumental version of Frank Sinatra's ""That's Life"". As the music continues, Joker puts his face up against his mom's nose, to see if she's breathing or if she's dead. He feels her breath against his cheek. Now he picks his mother up in his arms and carries her into her bedroom to the music, almost as if he's dancing with her as he leaves the room... We stay behind. ""That's Life"" still playing from TV. He comes back into the living room and turns off the TV. Takes off his jacket and throws it on the couch. Notices something sticking out of his jacket pocket. He pulls it out. It's the envelope he was supposed to deliver to Thomas Wayne. He stares at it for a beat. And then-- Quietly rips it open, starts to read the letter: CLOSE ON WORDS, ""Dearest Thomas, I don't know where else to turn..."" ""Need your help..."" ""You have a son. We have a son. His name is Arthur."" Stops reading, stays on-- ""You have a son."" JOKER STARING DOWN AT THE LETTER, reading those words over and over again -- ""You have a son.""",,208
Joker,Joker,1594,What is this? How come you never told me?,,9
Joker,Joker,1599,"How could you not tell me, Ma?",,7
Joker,Joker,1607,Apparently I'm Thomas Wayne's son! How could you keep that from me? His mother slowly getting up out of bed.,,20
Joker,Joker,1632,"I'm not yelling! I'm just, excited. How can any of this be real!? How can Thomas Wayne be my father?",(shouts after her),20
Joker,Joker,1639,"Okay. How's this, Mom? Better? Will you please talk to me? Joker leans in closer to the door. Leaning against it with just his head--",(lowers his voice; trying to sound calm),25
Joker,Joker,1665,"What would they say, Ma?","(eyes still closed, head leaning against the door)",5
Joker,Joker,1695,"It was a prop gun. And I didn't pull it out, it fell out.",,14
Joker,Joker,1704,Why don't you ask Randall about it? It was his idea.,,11
Joker,Joker,1759,...,,1
Joker,Joker,1775,I don't know anything about it.,,6
Joker,Joker,1781,"Randall, I didn't shoot anybody. That wasn't me. And I don't have time for this, I got somebody real important I gotta go see. Joker turns to go--",,28
Joker,Joker,1791,What?,(turning back around),1
Joker,Joker,1797,What are you talking about?,,5
Joker,Joker,1801,Randall. Your nose.,,3
Joker,Joker,1854,My name's Arthur. I'm here to see Mr. Wayne--,,9
Joker,Joker,1860,"I, I was just trying to make him laugh. He hands it back to Joker.",,15
Joker,Joker,1865,"No, please. My mother's name is Penny Fleck. She used to work here, years ago. Can you tell Mr. Wayne that I need to see him?",,26
Joker,Joker,1870,"Did you know her? Alfred doesn't say anything. Joker puts his face right up against the bars, whispers so the boy can't hear him--",,24
Joker,Joker,1873,You don't need to cover for them. I'm sure Mrs. Wayne was very upset when she found out.,,18
Joker,Joker,1890,"No. No, just let me speak to Mr. Wayne.",,9
Joker,Joker,1905,"Thomas Wayne is my father-- Alfred looks at Joker, and can't help but crack up laughing at him. AND JOKER REACHES THROUGH THE BARS AND GRABS HIM. Pulls him in close, trying to choke him, still holding the wand of flowers in one hand-- AS HE CHOKES ALFRED, Joker sees little Bruce, wide-eyed in the shadows, looking out at him in horror. Joker stops. Lets go of Alfred... Takes off running back down the street away from Wayne Manor, magic wand in hand, leaving the rest of his clown gear behind.",(blurts out),91
Joker,Joker,1944,You did this to her?,,5
Joker,Joker,1953,They told me she had a stroke.,,7
Joker,Joker,1964,"No I,-- I have a, a-- Tears rolling down his face, he takes out one of his cards and hands it to Det. Burke. Burke glances over the card, a skeptical look on his face.",(laughter choking up in his throat),35
Joker,Joker,1974,I don't know anything about that.,,6
Joker,Joker,1988,Not for having a gun. That was prop gun. Part of my act. Joker's laughter finally stops for good.,,19
Joker,Joker,1993,They said I wasn't funny. The detectives share another look. Joker stands up.,,13
Joker,Joker,1997,"Now, if you don't mind, I have to go back and look after my mother.",,15
Joker,Joker,2035,Clown thing?,,2
Joker,Joker,2039,What do you think? And Joker walks away-- heads for the sliding glass doors. Only the motion detector doesn't engage-- AND HE SLAMS RIGHT INTO THE GLASS DOOR. HARD. He bounces back.,,32
Joker,Joker,2047,"Excuse me, I was wondering how I could check my mother out of here? One of the nurses at the desk looks up at him, seems slightly annoyed.",,28
Joker,Joker,2052,"Penny Fleck. I'd like to take her home. The sleep-deprived ER RESIDENT who was working on his mother overhears Joker, comes over to talk to him with a clipboard in his hand. Joker recognizes him--",,35
Joker,Joker,2058,She's not gonna wanna stay that long. She doesn't like hospitals. Or doctors.,,13
Joker,Joker,2062,I don't like hospitals either. Beat. The resident just nods okay. Looks down at his clipboard--,,16
Joker,Joker,2070,"Okay. Thanks. He turns to go, but the resident continues--",,10
Joker,Joker,2095,Can you tell me what those symptoms are again?,,9
Joker,Joker,2121,"-- good evening, hello. (deep breath; trying to stop laughing) Good to be here. I, I hated school as a kid. But my mother would always say,-- ""You should enjoy it. One day you'll have to work for a living."" ""No I won't, Ma. I'm gonna be a comedian!"" Back to Murray Franklin shaking his head, trying not to laugh.","(trying to stop himself from laughing) (keeps cracking up) (bad imitation of his mom, still laughing) (laughs)",60
Joker,Joker,2141,"It's funny, when I was a little boy and told people I wanted to be a comedian, everyone laughed at me. Well no one is laughing now. Dead silence. Nobody is laughing. Not even him. CUT BACK CLOSE ON MURRAY FRANKLIN, just shaking his head.",(opens his arms like a big shot),45
Joker,Joker,2188,Excuse me?,,2
Joker,Joker,2193,"No, sorry. Wasn't me.",,4
Joker,Joker,2201,I don't know what you're talking about.,,7
Joker,Joker,2206,"If I were you, I'd walk away from this table before I strangle all three of you with that fucking stethoscope hanging from your neck. Beat.",,26
Joker,Joker,2253,"What? Yeah. No I, I--",,5
Joker,Joker,2260,"Dad. It's me. Beat. But Thomas Wayne doesn't hear him, he was flushing the urinal. He walks toward the sink.",,20
Joker,Joker,2269,"My name is Arthur. I'm Penny's son. (beat) I know you didn't know about me, and I don't want anything from you. Well... maybe a hug. And Joker smiles, it's all very emotional for him. Thomas looks over at him like he's fucking crazy.",,44
Joker,Joker,2276,"Yes. But they wouldn't let me in, wouldn't let me see you. So I came here. I have so many questions. Thomas Wayne just laughs to himself and turns on the gold faucets at one of the sinks.",,38
Joker,Joker,2281,"How do you know? Thomas Wayne just keeps washing his hands, doesn't even look over at Joker.",,17
Joker,Joker,2287,No. What? I wasn't adopted. Thomas starts drying his hands.,,10
Joker,Joker,2294,"No. No, I don't believe that. Thomas finishes drying his hands. Turns to Joker, his tone way more serious now.",,20
Joker,Joker,2313,"No, no I have a con--",(tries shaking his head no; still laughing and choking),6
Joker,Joker,2335,"Sophie? WALKS INTO THE DARK LIVING ROOM, catches a glimpse of Sophie, naked riding on top of SOME GUY on the couch-- The guy sees Joker standing in the shadows and jumps. Sophie turns and sees Joker as well. She screams--",,41
Joker,Joker,2363,Can I ask you a question? How does someone wind up in here? Have all these people committed crimes?,,19
Joker,Joker,2372,"Yeah, I know how that is. Sometimes I don't know what to do, y'know, I don't think I can take any more of this. The clerk is half listening as he scans the paper work.",(nods; looks down),35
Joker,Joker,2393,"Last time I ended up taking it out on some,-- people. Bad shit. I thought it would bother me but, it really hasn't. For the first time, the clerk looks at him-- CLERK What's that?",,35
Joker,Joker,2397,"It's just so hard to try and be happy all the time, y'know, when everything's going to shit all around you.",,21
Joker,Joker,2402,"Yeah. They cut those. Anyway, I was just talking to talk. The clerk just nods. Finally finds what he was looking for.",(backtracking),22
Joker,Joker,2410,So she was a patient here. The guy opens the file. Yellowing pages of her records--,(saying it out loud for himself to hear),16
Joker,Joker,2421,What?,,1
Joker,Joker,2431,I can handle bad. I've been on a pretty bad run myself. The clerk puts the file down on his desk--,,21
Joker,Joker,2510,"No, wait,-- Sophie, we can get through this, that's why I'm here.",,12
Joker,Joker,2514,"I don't know. I mean I've never been with a woman ""like that,"" but, this feels like a beginning to me.",,21
Joker,Joker,2519,You what? What? What kind of woman are you? Who does that? Some of the other mothers turn toward them--,,20
Joker,Joker,2524,"(shouts) Why not? GiGi runs up to Sophie's side to see what's going on, to see if her mother's okay.",,20
Joker,Joker,2535,"How come nothing ever comes easy for me? And Sophie slaps him hard across the face-- Then turns and walks away. CLOSE ON JOKER, he begins to laugh--",,28
Joker,Joker,2567,(into phone; skeptical) Who is this?,,6
Joker,Joker,2580,"Joker looks down at the cat purring at his feet, and kicks it away.",(into phone),14
Joker,Joker,2592,Murray wants me to come on the show?,(into phone),8
Joker,Joker,2612,"Ma, remember how you used to tell me that God gave me this laugh for a reason. That I had a purpose. To bring laughter and joy into this fucked up world,-- She looks at him confused.",,37
Joker,Joker,2615,"HA! It wasn't God, it was you or, or one of your boyfriends,-- how could you let that happen? What kind of woman are you? What kind of mother are you? She looks away.",,34
Joker,Joker,2618,"What's my real name? Her whole body is shaking, overwhelmed with emotion.",,12
Joker,Joker,2622,"C'mon, Ma, I know I was adopted. What's my name? Who am I really? She looks back him, struggles to speak--",,21
Joker,Joker,2632,"Happy?! I'm not happy. I haven't been happy for one minute of my entire fucking life. He reaches behind her, grabs one of her pillows--",,25
Joker,Joker,2635,"But you know what's funny? You know what really makes me laugh? Leans down closer, face-to-face with her--",,18
Joker,Joker,2638,"I used to think my life was nothing but a tragedy, but now, now I realize it's all just a fucking comedy.",,22
Joker,Joker,2656,"You wanna hear a joke, Murray? He ""waits"" for Murray to answer. Then Joker nods okay and opens his notebook--",,20
Joker,Joker,2660,"(reading) Knock-knock. His cat still watching him, now at his feet. Joker crosses and uncrosses his legs... Looks uncomfortable. He glances down at his cat. It's as if he can hear the cat talking to him.",,36
Joker,Joker,2664,"Yeah, I don't know if I should cross or uncross 'em. Both feel completely unnatural. Joker gets up off the couch and walks back across the living room. Waves to the ""audience""... Mimes shaking Murray's hand... Mimes unbuttoning his coat and sits down... Crosses his legs.",(nods; frustrated),46
Joker,Joker,2668,"Thanks for having me on, Murray. I can't tell you how much this means to me, it's been a life long dream. I have a joke for you-- Joker stands back up. Looks down at the cat again.",,38
Joker,Joker,2672,"You're right. You're right, uncrossed is better. Joker sits back down... Doesn't cross his legs this time.",,17
Joker,Joker,2686,You shouldn't be here. It's not right.,(wiping his eyes; restrained anger),7
Joker,Joker,2697,"It's always been just me and her. Joker pauses for a moment, then starts to walk away.",,17
Joker,Joker,2704,You saw that?,,3
Joker,Joker,2711,"Yeah, well I guess you didn't get",,7
Joker,Joker,2738,(interrupting) Which hospital?,,3
Joker,Joker,2743,I just buried my mother. The detectives share a look. Garrity pulls out a card. Hands it to Joker.,,19
Joker,Joker,2748,Right. Thanks for coming.,"(looks down, reading the card)",4
Joker,Joker,2753,"That was a joke. We hear applause followed by the familiar opening riff to ELTON JOHN'S ""Bennie & the Jets"".",,20
Joker,Joker,2783,Is that today? Randall looks at him and laughs--,,9
Joker,Joker,2789,My mom died.,,3
Joker,Joker,2801,It's not a good time. I'm in the middle of something here.,(beat),12
Joker,Joker,2836,I'm gonna be on TV tonight. Can you believe it? Gary doesn't answer. Doesn't move--,(catching his breath),15
Joker,Joker,2840,"It's okay, Gary. You can go. Gary backs away toward the door. Joker sits there for a",,17
Joker,Joker,2893,"Go on. Go. You're free. CLOSE ON THE CAT LOOKING BACK AT JOKER FOR A LONG MOMENT, before scampering off out into the world, leaving him behind for good. As he closes the window we almost catch Joker's reflection in the glass--",,42
Joker,Joker,3006,"Murray, I can't believe this is real, that I'm really here.",(shakes Murray's hand; effusive),11
Joker,Joker,3015,"Are you kidding? Thank you for the opportunity. I've been watching you forever. My mother never missed a show. Murray nods not listening, he's heard this before.",,27
Joker,Joker,3020,"No, I don't believe in any of that. I don't believe in anything. I just thought it would be good for my act.",,23
Joker,Joker,3029,No. I hadn't heard. Gene and Murray share a look.,,10
Joker,Joker,3051,Thank you Murray.,,3
Joker,Joker,3059,"Hey Murray,-- one small thing? When you bring me out, can you introduce me as ""The Joker""? Murray and Gene look back at him",,24
Joker,Joker,3064,"Honestly, I don't even know what my real name is. Joker smiles, the guys can't tell if he's kidding or not.",,21
Joker,Joker,3067,"Besides, that's what you called me on the show, Murray. A joker. Remember?",,13
Joker,Joker,3155,Yeah. Isn't it great? Joker just keeps cracking up. Audience still isn't sure what to make of him. There's some awkward laughter.,"(just nods, still laughing)",22
Joker,Joker,3173,"That's right. I'm not political, Murray. I'm, I'm, I'm just trying to make people laugh.",(between laughs),15
Joker,Joker,3191,Okay. Here's one. Knock knock.,(reading),5
Joker,Joker,3196,"I want to get it right. Knock knock. Murray makes a face like, ""Okay, I'll go along with this.""","(nods, reads it again)",19
Joker,Joker,3202,"It's the police, ma'am. Your son has been hit by a drunk driver. He's dead. Beat.",(looks up from his notebook),16
Joker,Joker,3223,"That's right, Murray. But she's dead now. The audience laughs.",,10
Joker,Joker,3229,Yeah. She is. Murray's not sure if this is part of his act.,,13
Joker,Joker,3237,"I don't know who my father is, Murray. Turns out I was adopted and sexually assaulted by my mother's boyfriend. A few in the audience groan. A couple even laugh. Still think it's just Joker's edgy, off-kilter sense of humor. Don Ellis plays ""wha-wha-wha-whuuuuh"" on his trumpet from the band stand.",,51
Joker,Joker,3247,"Sorry. It's been a rough few months, Murray. I mean, after my mother died, the police came to question me at her funeral. Who does that?","(just keeps going, on a roll)",26
Joker,Joker,3254,"Very funny, Murray. No, they came because I killed those three Wall Street guys. Beat.",,15
Joker,Joker,3266,There is no punchline. It's not a joke.,,8
Joker,Joker,3289,"I got nothing left to lose, Murray. Nothing can hurt me anymore. This is my fate, it was always my fate. My life is nothing but a comedy.",(shrugs),28
Joker,Joker,3298,"Yeah. But comedy is subjective, isn't that what they say? Besides, the way I see it, what happened was a good thing. All of you, Gotham, the system that knows so much, you decide, you decide what's right and wrong. What's real or what's made up. The same way you decide what's funny or not. Sophie edges forward on the couch, can almost see a hint of agreement on her face.",,71
Joker,Joker,3306,"C'mon, Murray, do I look like the kind of clown who could start a movement? I killed those guys because they were awful. Everybody's awful these days. It's enough to make anyone crazy.",,33
Joker,Joker,3312,No. They couldn't carry a tune to save their lives. Some audible groans from the audience.,,16
Joker,Joker,3315,Why is everyone so upset about these guys? Because Thomas Wayne went and cried about them on TV?,,18
Joker,Joker,3321,Yeah. I do. Everything comes so easy for him.,,9
Joker,Joker,3325,"Have you seen what it's like out there, Murray? Do you ever actually leave the studio? Everybody just yells and screams at each other. Nobody's civil anymore. Nobody thinks what it's like to be the other guy. You think men like Thomas Wayne, men at ease, ever think what it's like to be a guy like me? To be anybody but themselves. They don't. They think we'll all just sit there and take it like good little boys. That we won't werewolf and go wild. Well, this is for all of you out there. Joker ""howls at the moon."" It's fucking weird.","(shaking his head, voice rising)",102
Joker,Joker,3346,"You're awful, Murray. There is no more laughter. The audience is watching this exchange with full attention.",,17
